System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:18:02:543, 2693627659631,  638.998,   22.000, 4700,  58.687,31726.000,8812.778,  56.680,30221.138,8394.761, 93,  0,   2.029,1396.638, 387.955, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:02:657, 2694062169716,  639.113,   18.000, 4700,  54.853,31732.286,8814.524,  52.610,30227.166,8396.435, 92,  0,   2.064,1396.875, 388.021, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:02:762, 2694459543136,  639.217,   25.000, 4700,  65.824,31739.184,8816.440,  63.249,30233.794,8398.276, 93,  0,   2.132,1397.098, 388.083, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:02:871, 2694872691701,  639.326,   26.000, 3700,  33.173,31742.798,8817.444,  30.762,30237.146,8399.207, 85,  0,   2.134,1397.331, 388.147, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:02:981, 2695291468064,  639.437,   24.000, 3700,  30.542,31746.171,8818.381,  28.306,30240.272,8400.076, 85,  0,   2.061,1397.559, 388.211, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:090, 2695702138505,  639.545,   21.000, 3200,  24.878,31748.865,8819.129,  22.436,30242.702,8400.750, 82,  0,   1.912,1397.766, 388.268, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:203, 2696133022477,  639.659,   27.000, 3400,  22.284,31751.397,8819.833,  20.068,30244.982,8401.384, 82,  0,   2.126,1398.007, 388.335, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:309, 2696533914655,  639.764,   21.000, 3400,  22.963,31753.825,8820.507,  20.689,30247.169,8401.991, 82,  0,   1.886,1398.207, 388.391, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:419, 2696950233641,  639.874,   26.000, 3500,  27.317,31756.824,8821.340,  24.956,30249.909,8402.753, 83,  0,   2.220,1398.450, 388.458, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:532, 2697379554347,  639.987,   23.000, 3700,  26.270,31759.798,8822.166,  24.028,30252.630,8403.508, 83,  0,   2.035,1398.681, 388.522, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:637, 2697778252883,  640.093,   25.000, 4700,  35.160,31763.495,8823.193,  32.916,30256.090,8404.470, 92,  0,   2.108,1398.902, 388.584, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:747, 2698194448148,  640.202,   24.000, 4700,  65.394,31770.672,8825.187,  62.983,30263.003,8406.390, 93,  0,   2.227,1399.147, 388.652, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:857, 2698610444511,  640.312,   25.000, 4700,  68.413,31778.177,8827.271,  65.896,30270.232,8408.398, 92,  0,   2.284,1399.397, 388.721, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:03:964, 2699019227519,  640.420,   24.000, 4700,  63.279,31784.999,8829.166,  61.654,30276.878,8410.244, 94,  0,   2.111,1399.625, 388.785, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:076, 2699442378591,  640.531,   23.000, 4700,  61.638,31791.877,8831.077,  58.844,30283.445,8412.068, 95,  0,   1.971,1399.845, 388.846, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:184, 2699850877910,  640.639,   21.000, 4700,  61.968,31798.553,8832.931,  59.524,30289.857,8413.849, 93,  0,   2.031,1400.064, 388.907, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:292, 2700263061196,  640.748,   18.000, 4700,  54.153,31804.439,8834.566,  52.309,30295.543,8415.429, 88,  0,   2.046,1400.286, 388.968, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:402, 2700678964942,  640.858,   28.000, 3500,  31.803,31807.927,8835.535,  29.051,30298.729,8416.314, 84,  0,   2.204,1400.528, 389.035, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:512, 2701095052881,  640.967,   28.000, 3500,  28.001,31811.000,8836.389,  25.665,30301.546,8417.096, 86,  0,   2.230,1400.772, 389.103, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:627, 2701529923308,  641.082,   28.000, 3700,  30.153,31814.458,8837.349,  27.884,30304.743,8417.984, 84,  0,   2.199,1401.024, 389.173, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:731, 2701924385721,  641.186,   25.000, 3700,  31.064,31817.689,8838.247,  28.803,30307.740,8418.817, 84,  0,   2.162,1401.249, 389.236, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:846, 2702362016623,  641.301,   21.000, 3400,  31.955,31821.377,8839.271,  29.539,30311.149,8419.764, 83,  0,   1.991,1401.479, 389.300, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:04:955, 2702775360727,  641.410,   26.000, 3400,  25.988,31824.210,8840.058,  23.676,30313.730,8420.480, 82,  0,   2.171,1401.716, 389.366, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:059, 2703168107782,  641.514,   23.000, 3500,  24.217,31826.718,8840.755,  21.988,30316.007,8421.113, 84,  0,   2.007,1401.924, 389.423, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:178, 2703621715692,  641.634,   30.000, 3700,  28.403,31830.116,8841.699,  26.031,30319.121,8421.978, 84,  0,   2.182,1402.185, 389.496, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:283, 2704019028203,  641.738,   26.000, 4700,  33.579,31833.634,8842.676,  31.380,30322.409,8422.891, 89,  0,   2.218,1402.417, 389.560, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:388, 2704416028375,  641.843,   23.000, 4700,  62.891,31840.218,8844.505,  60.287,30328.720,8424.645, 92,  0,   2.135,1402.641, 389.622, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:495, 2704824765748,  641.951,   24.000, 4700,  64.794,31847.202,8846.445,  62.757,30335.485,8426.524, 94,  0,   2.213,1402.879, 389.689, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:605, 2705240267263,  642.060,   24.000, 4700,  66.378,31854.475,8848.465,  63.948,30342.492,8428.470, 93,  0,   2.019,1403.100, 389.750, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:716, 2705660211548,  642.171,   25.000, 4700,  66.159,31861.802,8850.501,  63.688,30349.545,8430.429, 96,  0,   2.009,1403.323, 389.812, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:830, 2706091559841,  642.285,   19.000, 4700,  55.848,31868.155,8852.265,  53.788,30355.663,8432.129, 93,  0,   2.102,1403.562, 389.878, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:05:934, 2706488549147,  642.390,   20.000, 3200,  42.003,31872.552,8853.487,  39.541,30359.803,8433.279, 84,  0,   1.932,1403.764, 389.935, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:042, 2706898860803,  642.498,   26.000, 3200,  21.903,31874.922,8854.145,  19.634,30361.927,8433.869, 83,  0,   2.048,1403.986, 389.996, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:158, 2707336351223,  642.613,   27.000, 3400,  23.166,31877.595,8854.888,  20.739,30364.320,8434.533, 82,  0,   2.160,1404.235, 390.065, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:262, 2707732920706,  642.718,   27.000, 3400,  25.998,31880.314,8855.643,  23.841,30366.813,8435.226, 83,  0,   2.131,1404.458, 390.127, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:372, 2708147969969,  642.827,   23.000, 3500,  25.430,31883.097,8856.416,  23.027,30369.334,8435.926, 82,  0,   2.070,1404.685, 390.190, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:481, 2708563215931,  642.937,   26.000, 3700,  27.582,31886.118,8857.255,  25.467,30372.122,8436.701, 85,  0,   2.138,1404.919, 390.255, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:591, 2708979526120,  643.047,   24.000, 4700,  31.188,31889.542,8858.206,  28.746,30375.278,8437.577, 84,  0,   2.110,1405.150, 390.320, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:699, 2709388605181,  643.154,   25.000, 4700,  66.448,31896.710,8860.197,  64.160,30382.200,8439.500, 94,  0,   2.222,1405.390, 390.386, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:809, 2709806040625,  643.264,   23.000, 4700,  63.062,31903.652,8862.126,  60.712,30388.883,8441.356, 93,  0,   2.166,1405.628, 390.452, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:06:922, 2710235332855,  643.378,   24.000, 4700,  64.052,31910.904,8864.140,  61.811,30395.881,8443.300, 92,  0,   2.189,1405.876, 390.521, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:028, 2710636502478,  643.483,   25.000, 4700,  66.059,31917.892,8866.081,  63.675,30402.617,8445.171, 94,  0,   2.255,1406.115, 390.587, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:138, 2711052897587,  643.593,   24.000, 4700,  66.343,31925.177,8868.105,  63.946,30409.639,8447.122, 94,  0,   2.015,1406.336, 390.649, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:251, 2711483224213,  643.707,   26.000, 4700,  66.448,31932.718,8870.199,  64.436,30416.951,8449.153, 95,  0,   2.072,1406.571, 390.714, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:355, 2711876831904,  643.811,   18.000, 4700,  54.381,31938.363,8871.767,  51.734,30422.321,8450.645, 93,  0,   2.092,1406.788, 390.775, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:470, 2712312089061,  643.925,   24.000, 3400,  56.489,31944.846,8873.568,  54.056,30428.526,8452.368, 86,  0,   2.143,1407.034, 390.843, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:580, 2712727563657,  644.035,   27.000, 3400,  25.449,31947.635,8874.343,  23.240,30431.072,8453.076, 84,  0,   2.076,1407.262, 390.906, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:684, 2713124695562,  644.140,   28.000, 3400,  25.665,31950.323,8875.090,  23.305,30433.513,8453.754, 85,  0,   2.203,1407.493, 390.970, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:799, 2713559561344,  644.254,   29.000, 3500,  28.780,31953.623,8876.006,  26.322,30436.532,8454.592, 83,  0,   2.549,1407.785, 391.051, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:07:902, 2713949077314,  644.357,   21.000, 3700,  24.467,31956.137,8876.705,  22.100,30438.802,8455.223, 84,  0,   1.954,1407.986, 391.107, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:012, 2714369118912,  644.468,   26.000, 3700,  29.679,31959.424,8877.618,  27.507,30441.849,8456.069, 85,  0,   2.264,1408.237, 391.177, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:126, 2714799966074,  644.581,   22.000, 4700,  59.273,31966.159,8879.489,  57.008,30448.326,8457.868, 93,  0,   2.096,1408.475, 391.243, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:231, 2715196932867,  644.686,   26.000, 4700,  65.212,31972.985,8881.385,  62.602,30454.879,8459.689, 95,  0,   2.216,1408.707, 391.307, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:341, 2715614391544,  644.796,   26.000, 3700,  32.825,31976.599,8882.389,  30.572,30458.245,8460.624, 86,  0,   2.173,1408.946, 391.374, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:454, 2716041841682,  644.909,   27.000, 4700,  37.905,31980.872,8883.576,  35.824,30462.283,8461.745, 93,  0,   2.217,1409.196, 391.443, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:558, 2716438989240,  645.014,   23.000, 4700,  61.158,31987.277,8885.355,  58.844,30468.446,8463.457, 95,  0,   2.179,1409.424, 391.507, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:668, 2716854992634,  645.123,   25.000, 3700,  42.855,31991.979,8886.661,  40.275,30472.864,8464.685, 86,  0,   1.978,1409.641, 391.567, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:783, 2717290130985,  645.238,   26.000, 3700,  31.126,31995.550,8887.653,  28.732,30476.161,8465.600, 83,  0,   2.033,1409.874, 391.632, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:887, 2717687601615,  645.343,   25.000, 2100,  23.140,31997.976,8888.327,  20.977,30478.360,8466.211, 80,  0,   1.920,1410.075, 391.688, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:08:997, 2718103272994,  645.453,   28.000, 2300,  12.346,31999.329,8888.703,  10.060,30479.463,8466.517, 80,  0,   1.880,1410.282, 391.745, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:105, 2718511743642,  645.560,   28.000, 2500,  13.702,32000.805,8889.113,  11.424,30480.693,8466.859, 80,  0,   1.957,1410.492, 391.803, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:219, 2718943362414,  645.674,   28.000, 2700,  14.787,32002.488,8889.580,  12.504,30482.117,8467.255, 81,  0,   1.858,1410.704, 391.862, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:326, 2719351067735,  645.782,   28.000, 2900,  18.340,32004.460,8890.128,  16.166,30483.855,8467.737, 80,  0,   2.119,1410.932, 391.925, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:434, 2719759566093,  645.889,   23.000, 3200,  21.168,32006.741,8890.761,  18.808,30485.881,8468.300, 81,  0,   1.976,1411.145, 391.985, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:549, 2720194474717,  646.004,   22.000, 3400,  21.822,32009.243,8891.456,  19.501,30488.117,8468.922, 81,  0,   2.007,1411.375, 392.049, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:654, 2720592174809,  646.109,   24.000, 3500,  24.155,32011.777,8892.160,  22.048,30490.430,8469.564, 83,  0,   2.006,1411.585, 392.107, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:763, 2721006375506,  646.218,   27.000, 3700,  28.407,32014.880,8893.022,  25.934,30493.263,8470.351, 84,  0,   2.163,1411.821, 392.173, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:876, 2721437387081,  646.332,   24.000, 4700,  33.588,32018.697,8894.083,  31.504,30496.844,8471.345, 90,  0,   2.121,1412.062, 392.240, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:09:980, 2721830751525,  646.436,   24.000, 4700,  65.707,32025.513,8895.976,  63.307,30503.411,8473.170, 91,  0,   2.222,1412.293, 392.304, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:096, 2722269400983,  646.551,   26.000, 3700,  33.024,32029.333,8897.037,  30.505,30506.939,8474.150, 83,  0,   2.151,1412.542, 392.373, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:205, 2722682024170,  646.660,   27.000, 3700,  31.542,32032.766,8897.990,  29.388,30510.137,8475.038, 83,  0,   2.217,1412.783, 392.440, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:308, 2723074874183,  646.764,   24.000, 4700,  54.149,32038.376,8899.549,  51.991,30515.523,8476.534, 92,  0,   2.064,1412.997, 392.499, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:423, 2723509983295,  646.878,   23.000, 4700,  60.782,32045.350,8901.486,  58.267,30522.209,8478.391, 94,  0,   1.971,1413.223, 392.562, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:527, 2723903270377,  646.982,   20.000, 4700,  57.524,32051.316,8903.143,  55.067,30527.921,8479.978, 92,  0,   2.140,1413.445, 392.624, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:637, 2724322995716,  647.093,   20.000, 4700,  55.341,32057.442,8904.845,  53.423,30533.834,8481.621, 94,  0,   2.023,1413.669, 392.686, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:751, 2724754100605,  647.206,   24.000, 4700,  62.318,32064.526,8906.813,  59.812,30540.634,8483.509, 93,  0,   2.173,1413.916, 392.754, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:855, 2725150237891,  647.311,   23.000, 4700,  63.332,32071.142,8908.651,  61.095,30547.016,8485.282, 90,  0,   2.161,1414.142, 392.817, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:10:964, 2725562188771,  647.420,   18.000, 4700,  56.718,32077.304,8910.362,  54.311,30552.916,8486.921, 90,  0,   2.007,1414.360, 392.878, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:077, 2725990340736,  647.533,   25.000, 3400,  30.360,32080.732,8911.314,  27.943,30556.071,8487.798, 84,  0,   2.138,1414.601, 392.945, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:184, 2726397014403,  647.640,   31.000, 3500,  25.586,32083.476,8912.077,  23.279,30558.568,8488.491, 84,  0,   2.141,1414.831, 393.009, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:293, 2726810608712,  647.749,   27.000, 3500,  27.969,32086.527,8912.924,  25.695,30561.370,8489.270, 83,  0,   2.190,1415.070, 393.075, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:408, 2727244829649,  647.863,   28.000, 3700,  31.374,32090.119,8913.922,  28.937,30564.684,8490.190, 83,  0,   2.202,1415.322, 393.145, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:512, 2727640948709,  647.968,   26.000, 4700,  42.228,32094.531,8915.147,  40.245,30568.888,8491.358, 91,  0,   2.200,1415.552, 393.209, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:621, 2728053390222,  648.077,   23.000, 4700,  61.953,32101.269,8917.019,  59.601,30575.371,8493.159, 94,  0,   2.151,1415.786, 393.274, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:730, 2728465396369,  648.185,   26.000, 4700,  65.644,32108.401,8919.000,  62.967,30582.212,8495.059, 92,  0,   2.132,1416.017, 393.338, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:843, 2728893563386,  648.298,   23.000, 4700,  60.294,32115.209,8920.891,  57.936,30588.754,8496.876, 94,  0,   1.968,1416.240, 393.400, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:11:951, 2729305064592,  648.407,   22.000, 4700,  60.409,32121.765,8922.712,  58.390,30595.090,8498.636, 90,  0,   2.033,1416.460, 393.461, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:059, 2729713462357,  648.514,   21.000, 4700,  60.865,32128.320,8924.533,  58.382,30601.378,8500.383, 94,  0,   2.140,1416.691, 393.525, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:186, 2730196541214,  648.642,   36.000, 3200,  53.286,32135.108,8926.419,  50.960,30607.870,8502.186, 84,  0,   2.192,1416.970, 393.603, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:277, 2730539938497,  648.732,   28.000, 3200,  24.009,32137.282,8927.023,  21.591,30609.825,8502.729, 83,  0,   2.190,1417.168, 393.658, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:388, 2730959390359,  648.843,   23.000, 3200,  21.152,32139.622,8927.673,  18.953,30611.922,8503.312, 82,  0,   2.040,1417.394, 393.721, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:500, 2731387192457,  648.956,   24.000, 3400,  23.438,32142.266,8928.407,  21.191,30614.312,8503.976, 83,  0,   2.086,1417.629, 393.786, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:605, 2731784502267,  649.060,   26.000, 3500,  26.700,32145.064,8929.184,  24.261,30616.854,8504.682, 82,  0,   2.208,1417.861, 393.850, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:720, 2732219098095,  649.175,   28.000, 3700,  28.843,32148.369,8930.103,  26.409,30619.881,8505.523, 84,  0,   2.211,1418.114, 393.921, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:828, 2732631575461,  649.284,   26.000, 3700,  30.858,32151.726,8931.035,  28.779,30623.012,8506.392, 85,  0,   2.143,1418.347, 393.985, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:12:934, 2733032385674,  649.390,   23.000, 4700,  58.909,32157.953,8932.765,  56.564,30628.990,8508.053, 94,  0,   2.152,1418.575, 394.049, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:043, 2733444559887,  649.498,   23.000, 4700,  61.623,32164.651,8934.625,  59.131,30635.418,8509.838, 92,  0,   2.174,1418.811, 394.114, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:158, 2733879373016,  649.613,   23.000, 4700,  61.741,32171.730,8936.592,  59.618,30642.254,8511.737, 94,  0,   2.103,1419.052, 394.181, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:262, 2734276550977,  649.718,   24.000, 4700,  62.716,32178.299,8938.416,  60.400,30648.580,8513.494, 95,  0,   1.990,1419.261, 394.239, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:375, 2734704118602,  649.830,   22.000, 4700,  59.558,32185.015,8940.282,  57.150,30655.024,8515.284, 90,  0,   2.053,1419.492, 394.303, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:481, 2735105464237,  649.936,    4.000, 4700,  27.810,32187.958,8941.099,  25.453,30657.718,8516.033, 82,  0,   1.578,1419.659, 394.350, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:590, 2735520764363,  650.046,   10.000, 4700,  33.473,32191.624,8942.118,  31.427,30661.160,8516.989, 97,  0,   1.909,1419.868, 394.408, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:704, 2735950347409,  650.159,   25.000, 4700,  47.575,32197.014,8943.615,  44.966,30666.254,8518.404, 93,  0,   2.261,1420.124, 394.479, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:809, 2736351488008,  650.265,   23.000, 4700,  65.991,32203.995,8945.554,  64.154,30673.040,8520.289, 95,  0,   2.289,1420.366, 394.546, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:13:919, 2736766450332,  650.374,   17.000, 4700,  67.134,32211.341,8947.595,  64.374,30680.085,8522.246, 96,  0,   2.316,1420.620, 394.617, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:032, 2737193723825,  650.487,   28.000, 4700,  47.180,32216.657,8949.071,  45.472,30685.209,8523.669, 91,  0,   2.045,1420.850, 394.681, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:137, 2737594492854,  650.593,   25.000, 2500,  16.265,32218.376,8949.549,  13.243,30686.608,8524.058, 81,  0,   2.242,1421.087, 394.746, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:248, 2738013789973,  650.703,   21.000, 2700,  14.405,32219.969,8949.991,  12.085,30687.945,8524.429, 80,  0,   1.945,1421.302, 394.806, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:355, 2738422193967,  650.811,   23.000, 3200,  17.321,32221.835,8950.510,  15.260,30689.588,8524.886, 82,  0,   1.956,1421.513, 394.865, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:467, 2738843782552,  650.922,   24.000, 3200,  21.847,32224.263,8951.184,  19.298,30691.734,8525.482, 82,  0,   2.152,1421.752, 394.931, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:574, 2739252219890,  651.030,   23.000, 3400,  22.380,32226.674,8951.854,  20.260,30693.916,8526.088, 82,  0,   2.044,1421.972, 394.992, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:683, 2739664465547,  651.139,   23.000, 3500,  24.347,32229.321,8952.589,  21.989,30696.306,8526.752, 82,  0,   2.025,1422.193, 395.053, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:799, 2740103028221,  651.254,   23.000, 3700,  27.634,32232.517,8953.477,  25.222,30699.223,8527.562, 83,  0,   2.138,1422.440, 395.122, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:14:904, 2740500433287,  651.359,   20.000, 4700,  39.984,32236.707,8954.641,  37.643,30703.168,8528.658, 90,  0,   1.986,1422.648, 395.180, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:012, 2740912349215,  651.468,   21.000, 4700,  61.408,32243.378,8956.494,  59.469,30709.628,8530.452, 91,  0,   1.984,1422.864, 395.240, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:127, 2741347359072,  651.582,   14.000, 4700,  52.965,32249.454,8958.182,  50.450,30715.416,8532.060, 91,  0,   2.026,1423.096, 395.304, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:397, 2742370330229,  651.852,   30.000, 3700,  49.706,32262.863,8961.906,  47.380,30728.198,8535.610, 86,  0,   2.051,1423.649, 395.458, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:458, 2742604443517,  651.914,   23.000, 3700,  26.850,32264.521,8962.367,  24.956,30729.738,8536.038, 86,  0,   1.716,1423.755, 395.488, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:558, 2742982328560,  652.014,   14.000, 4700,  37.721,32268.280,8963.411,  35.350,30733.261,8537.017, 84,  0,   1.835,1423.938, 395.538, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:672, 2743413729973,  652.127,   15.000, 3500,  25.131,32271.139,8964.205,  22.780,30735.853,8537.737, 83,  0,   2.053,1424.172, 395.603, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:783, 2743833576187,  652.238,   33.000, 3700,  29.656,32274.422,8965.117,  27.577,30738.906,8538.585, 84,  0,   2.388,1424.436, 395.677, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:15:887, 2744231094001,  652.343,   25.000, 4700,  34.793,32278.070,8966.130,  32.405,30742.303,8539.529, 91,  0,   2.253,1424.672, 395.742, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:000, 2744658071850,  652.455,   27.000, 3700,  35.461,32282.062,8967.240,  32.853,30746.002,8540.556, 84,  0,   2.307,1424.932, 395.814, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:106, 2745058873251,  652.561,   26.000, 3700,  29.861,32285.219,8968.116,  27.377,30748.896,8541.360, 83,  0,   2.369,1425.182, 395.884, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:215, 2745474891183,  652.671,   27.000, 3700,  29.260,32288.429,8969.008,  27.209,30751.881,8542.189, 83,  0,   2.242,1425.428, 395.952, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:330, 2745910094587,  652.786,   25.000, 3700,  33.525,32292.276,8970.077,  30.933,30755.431,8543.175, 83,  0,   2.312,1425.694, 396.026, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:434, 2746302973149,  652.889,   26.000, 3700,  28.948,32295.276,8970.910,  26.539,30758.181,8543.939, 84,  0,   2.085,1425.910, 396.086, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:544, 2746719016065,  652.999,   29.000, 3700,  29.640,32298.528,8971.813,  27.534,30761.202,8544.778, 83,  0,   2.153,1426.146, 396.152, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:657, 2747150464392,  653.113,   26.000, 2700,  23.675,32301.221,8972.561,  21.190,30763.613,8545.448, 80,  0,   1.936,1426.366, 396.213, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:762, 2747547416031,  653.217,   27.000, 2900,  15.221,32302.815,8973.004,  12.948,30764.968,8545.824, 79,  0,   2.058,1426.582, 396.273, 250.000, 250.000, 311.000,   0.000,   0.000
