System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:18:16:871, 2747959461764,  653.326,   27.000, 3200,  19.076,32304.888,8973.580,  16.704,30766.783,8546.329, 81,  0,   2.009,1426.800, 396.333, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:16:980, 2748375451460,  653.436,   26.000, 3400,  21.068,32307.199,8974.222,  18.871,30768.853,8546.904, 82,  0,   2.058,1427.026, 396.396, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:096, 2748814595542,  653.552,   26.000, 3500,  23.825,32309.958,8974.988,  21.417,30771.334,8547.593, 81,  0,   2.165,1427.276, 396.466, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:201, 2749211609057,  653.656,   25.000, 3500,  24.615,32312.535,8975.704,  22.304,30773.669,8548.241, 82,  0,   2.098,1427.496, 396.527, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:309, 2749619886933,  653.764,   22.000, 3700,  25.636,32315.295,8976.471,  23.435,30776.192,8548.942, 83,  0,   2.091,1427.721, 396.589, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:418, 2750035907148,  653.874,   28.000, 2500,  23.254,32317.846,8977.179,  20.820,30778.476,8549.577, 79,  0,   2.152,1427.957, 396.655, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:529, 2750455943295,  653.984,   27.000, 2500,  13.635,32319.357,8977.599,  11.280,30779.726,8549.924, 79,  0,   1.989,1428.178, 396.716, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:637, 2750864181083,  654.092,   29.000, 2700,  15.704,32321.047,8978.069,  13.330,30781.161,8550.322, 79,  0,   2.126,1428.406, 396.780, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:750, 2751295392387,  654.206,   34.000, 2900,  19.481,32323.263,8978.684,  17.233,30783.120,8550.867, 81,  0,   2.421,1428.682, 396.856, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:855, 2751692810537,  654.311,   30.000, 3200,  23.067,32325.680,8979.356,  20.633,30785.283,8551.467, 80,  0,   2.385,1428.932, 396.925, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:17:965, 2752108422108,  654.420,   26.000, 3400,  22.712,32328.169,8980.047,  20.328,30787.511,8552.086, 81,  0,   2.060,1429.157, 396.988, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:078, 2752539633177,  654.534,   27.000, 3500,  24.550,32330.961,8980.822,  22.418,30790.060,8552.794, 82,  0,   2.113,1429.398, 397.055, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:197, 2752987705121,  654.652,   37.000, 3700,  28.391,32334.316,8981.754,  26.096,30793.144,8553.651, 83,  0,   2.087,1429.644, 397.123, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:297, 2753369480675,  654.753,   26.000, 4700,  31.387,32337.476,8982.632,  29.020,30796.065,8554.463, 88,  0,   2.022,1429.848, 397.180, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:407, 2753785711156,  654.862,   28.000, 3500,  29.976,32340.766,8983.546,  27.473,30799.081,8555.300, 82,  0,   2.141,1430.083, 397.245, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:512, 2754184402691,  654.968,   28.000, 3500,  26.077,32343.508,8984.308,  23.748,30801.578,8555.994, 80,  0,   2.333,1430.328, 397.313, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:625, 2754612194797,  655.080,   28.000, 3700,  30.468,32346.945,8985.262,  28.122,30804.750,8556.875, 82,  0,   2.155,1430.571, 397.381, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:732, 2755017462826,  655.187,   30.000, 2700,  29.242,32350.070,8986.131,  26.849,30807.620,8557.672, 79,  0,   2.186,1430.805, 397.446, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:839, 2755425657673,  655.295,   32.000, 2900,  18.191,32352.028,8986.675,  16.071,30809.350,8558.153, 80,  0,   2.031,1431.024, 397.507, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:18:954, 2755860401928,  655.410,   27.000, 3200,  20.001,32354.321,8987.311,  17.528,30811.359,8558.711, 80,  0,   2.029,1431.256, 397.571, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:060, 2756261430303,  655.515,   22.000, 3400,  19.145,32356.346,8987.874,  16.816,30813.138,8559.205, 81,  0,   2.091,1431.477, 397.633, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:181, 2756721596765,  655.637,   31.000, 3500,  23.124,32359.152,8988.653,  20.957,30815.681,8559.911, 81,  0,   2.058,1431.727, 397.702, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:282, 2757104496248,  655.738,   26.000, 3500,  24.366,32361.612,8989.337,  22.022,30817.905,8560.529, 82,  0,   2.057,1431.935, 397.760, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:388, 2757505380405,  655.843,   27.000, 3700,  28.966,32364.675,8990.187,  26.495,30820.706,8561.307, 83,  0,   2.248,1432.172, 397.826, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:496, 2757913629066,  655.951,   27.000, 3700,  36.041,32368.555,8991.265,  33.592,30824.322,8562.312, 83,  0,   2.200,1432.409, 397.891, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:605, 2758330343863,  656.061,   28.000, 3700,  29.601,32371.808,8992.169,  27.419,30827.335,8563.149, 82,  0,   2.194,1432.650, 397.958, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:720, 2758764890113,  656.176,   29.000, 3700,  31.261,32375.390,8993.164,  28.800,30830.636,8564.065, 82,  0,   2.301,1432.914, 398.032, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:825, 2759164962424,  656.281,   27.000, 3500,  43.271,32379.955,8994.432,  40.780,30834.938,8565.261, 82,  0,   2.238,1433.150, 398.097, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:19:934, 2759576045035,  656.389,   28.000, 3500,  24.936,32382.659,8995.183,  22.714,30837.401,8565.945, 81,  0,   1.988,1433.366, 398.157, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:048, 2760007086280,  656.503,   27.000, 3700,  27.467,32385.781,8996.050,  25.103,30840.254,8566.737, 82,  0,   1.992,1433.592, 398.220, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:154, 2760408470898,  656.609,   25.000, 3700,  33.576,32389.335,8997.038,  31.377,30843.575,8567.660, 83,  0,   2.218,1433.827, 398.285, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:263, 2760822377905,  656.718,   28.000, 3700,  28.850,32392.484,8997.912,  26.330,30846.449,8568.458, 83,  0,   2.281,1434.076, 398.354, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:377, 2761255432628,  656.832,   28.000, 3700,  34.636,32396.440,8999.011,  32.379,30850.147,8569.485, 83,  0,   2.221,1434.330, 398.425, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:480, 2761647546437,  656.936,   27.000, 3700,  29.134,32399.452,8999.848,  26.777,30852.916,8570.254, 83,  0,   2.131,1434.550, 398.486, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:594, 2762078257644,  657.049,   24.000, 3700,  27.778,32402.607,9000.724,  25.364,30855.797,8571.055, 82,  0,   2.189,1434.799, 398.555, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:699, 2762475315011,  657.154,   24.000, 3700,  41.834,32406.988,9001.941,  39.468,30859.930,8572.203, 83,  0,   2.140,1435.023, 398.617, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:809, 2762895196403,  657.265,   26.000, 3700,  27.909,32410.078,9002.799,  25.692,30862.774,8572.993, 82,  0,   2.164,1435.262, 398.684, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:20:923, 2763326309137,  657.378,   27.000, 3200,  26.875,32413.133,9003.648,  24.496,30865.559,8573.766, 81,  0,   2.070,1435.498, 398.749, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:033, 2763742361428,  657.488,   28.000, 3200,  21.607,32415.504,9004.307,  19.234,30867.670,8574.353, 79,  0,   2.134,1435.732, 398.814, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:137, 2764139363513,  657.593,   29.000, 3400,  22.663,32417.877,9004.966,  20.427,30869.808,8574.947, 81,  0,   2.230,1435.965, 398.879, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:252, 2764574381631,  657.708,   28.000, 3500,  24.626,32420.702,9005.751,  22.233,30872.359,8575.655, 81,  0,   2.110,1436.207, 398.946, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:355, 2764966189747,  657.811,   28.000, 3500,  25.444,32423.331,9006.481,  23.166,30874.752,8576.320, 81,  0,   2.189,1436.433, 399.009, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:465, 2765379406041,  657.920,   28.000, 3700,  28.737,32426.462,9007.351,  26.415,30877.631,8577.120, 82,  0,   2.289,1436.683, 399.079, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:579, 2765814881267,  658.035,   26.000, 3700,  34.400,32430.413,9008.448,  31.980,30881.303,8578.140, 83,  0,   2.071,1436.921, 399.145, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:683, 2766207904615,  658.138,   29.000, 3700,  30.659,32433.591,9009.331,  28.272,30884.234,8578.954, 83,  0,   2.120,1437.140, 399.206, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:792, 2766622676736,  658.248,   26.000, 3700,  32.558,32437.152,9010.320,  30.304,30887.548,8579.875, 82,  0,   2.041,1437.364, 399.268, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:21:906, 2767054016619,  658.362,   21.000, 3700,  24.113,32439.895,9011.082,  21.807,30890.029,8580.564, 83,  0,   2.002,1437.591, 399.331, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:011, 2767453054165,  658.467,   25.000, 4700,  35.770,32443.659,9012.127,  33.669,30893.572,8581.548, 90,  0,   2.080,1437.810, 399.392, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:123, 2767876336122,  658.578,   27.000, 3700,  37.798,32447.878,9013.299,  35.194,30897.501,8582.639, 82,  0,   2.184,1438.054, 399.459, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:232, 2768288673303,  658.687,   26.000, 4700,  30.838,32451.231,9014.231,  28.411,30900.590,8583.497, 85,  0,   2.178,1438.291, 399.525, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:344, 2768716013049,  658.800,   19.000, 2300,  20.864,32453.582,9014.884,  18.698,30902.697,8584.083, 78,  0,   1.666,1438.479, 399.577, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:449, 2769113273062,  658.905,   25.000, 2500,  12.890,32454.933,9015.259,  10.620,30903.810,8584.392, 78,  0,   1.913,1438.679, 399.633, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:558, 2769526082679,  659.013,   11.000, 2900,  11.154,32456.147,9015.596,   8.899,30904.778,8584.661, 76,  0,   1.731,1438.868, 399.685, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:672, 2769956634300,  659.127,   11.000, 3200,  13.767,32457.710,9016.031,  11.607,30906.096,8585.027, 79,  0,   1.788,1439.071, 399.742, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:779, 2770365686560,  659.235,   17.000, 3400,  18.957,32459.755,9016.599,  16.640,30907.891,8585.525, 79,  0,   2.088,1439.296, 399.804, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:22:887, 2770773351436,  659.342,   19.000, 3500,  22.910,32462.218,9017.283,  20.474,30910.092,8586.137, 81,  0,   2.310,1439.544, 399.873, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:001, 2771206721599,  659.457,   12.000, 4700,  21.857,32464.716,9017.977,  19.713,30912.345,8586.763, 85,  0,   1.895,1439.761, 399.934, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:105, 2771599936629,  659.560,   11.000, 4700,  42.403,32469.113,9019.198,  40.061,30916.500,8587.917, 91,  0,   1.896,1439.957, 399.988, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:221, 2772038455830,  659.676,   14.000, 4700,  43.597,32474.155,9020.599,  41.484,30921.297,8589.249, 90,  0,   1.865,1440.173, 400.048, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:329, 2772450644531,  659.785,   10.000, 4700,  42.209,32478.743,9021.873,  39.876,30925.631,8590.453, 90,  0,   1.664,1440.354, 400.098, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:434, 2772847995739,  659.889,   13.000, 4700,  51.017,32484.089,9023.358,  48.672,30930.732,8591.870, 92,  0,   1.860,1440.549, 400.152, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:548, 2773278911766,  660.003,    9.000, 4700,  42.948,32488.970,9024.714,  40.541,30935.339,8593.150, 88,  0,   2.088,1440.786, 400.218, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:657, 2773695055582,  660.113,   11.000, 4700,  44.660,32493.871,9026.075,  42.657,30940.020,8594.450, 93,  0,   1.867,1440.991, 400.275, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:762, 2774092411635,  660.218,   15.000, 4700,  51.696,32499.288,9027.580,  49.275,30945.184,8595.884, 92,  0,   2.068,1441.208, 400.335, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:875, 2774520231148,  660.330,   10.000, 4700,  49.221,32504.841,9029.123,  46.964,30950.482,8597.356, 81,  0,   2.009,1441.434, 400.398, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:23:981, 2774920834551,  660.436,    8.000, 4700,  41.374,32509.212,9030.337,  38.913,30954.593,8598.498, 91,  0,   1.838,1441.629, 400.452, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:090, 2775336393359,  660.546,    9.000, 4700,  39.325,32513.521,9031.534,  37.458,30958.698,8599.638, 90,  0,   1.779,1441.824, 400.507, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:203, 2775764971993,  660.659,   14.000, 4700,  44.986,32518.606,9032.946,  42.652,30963.518,8600.977, 92,  0,   1.974,1442.047, 400.569, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:309, 2776166797414,  660.765,   10.000, 4700,  42.579,32523.118,9034.199,  40.162,30967.774,8602.160, 91,  0,   1.858,1442.244, 400.623, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:418, 2776577347763,  660.873,   11.000, 4700,  43.487,32527.826,9035.507,  41.268,30972.242,8603.401, 93,  0,   1.918,1442.451, 400.681, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:532, 2777012542507,  660.988,   11.000, 4700,  42.193,32532.668,9036.852,  39.887,30976.820,8604.672, 91,  0,   1.858,1442.664, 400.740, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:637, 2777409235405,  661.092,   10.000, 4700,  39.541,32536.805,9038.001,  37.148,30980.706,8605.752, 89,  0,   1.646,1442.837, 400.788, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:747, 2777825632834,  661.202,   11.000, 4700,  42.732,32541.497,9039.305,  40.373,30985.140,8606.983, 82,  0,   1.940,1443.050, 400.847, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:856, 2778241561237,  661.312,   10.000, 4700,  38.599,32545.731,9040.481,  36.500,30989.143,8608.095, 91,  0,   2.059,1443.276, 400.910, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:24:966, 2778657423745,  661.421,   10.000, 4700,  39.801,32550.096,9041.693,  37.454,30993.251,8609.236, 92,  0,   1.882,1443.482, 400.967, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:076, 2779075660233,  661.532,    9.000, 4700,  38.182,32554.307,9042.863,  36.000,30997.221,8610.339, 81,  0,   1.794,1443.680, 401.022, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:185, 2779486019917,  661.640,    9.000, 4700,  36.607,32558.269,9043.964,  34.283,31000.931,8611.370, 80,  0,   1.973,1443.893, 401.081, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:298, 2779917127520,  661.754,    9.000, 4700,  37.625,32562.546,9045.152,  35.486,31004.966,8612.490, 92,  0,   1.854,1444.104, 401.140, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:403, 2780314125000,  661.858,   10.000, 4700,  41.387,32566.879,9046.355,  38.895,31009.038,8613.622, 87,  0,   1.955,1444.309, 401.197, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:512, 2780726438515,  661.967,   11.000, 4700,  43.932,32571.656,9047.682,  41.529,31013.553,8614.876, 91,  0,   1.943,1444.520, 401.256, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:625, 2781157533109,  662.081,   11.000, 4700,  42.869,32576.529,9049.036,  40.877,31018.200,8616.167, 92,  0,   1.854,1444.731, 401.314, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:730, 2781554436799,  662.185,   13.000, 4700,  47.794,32581.532,9050.426,  45.364,31022.949,8617.486, 93,  0,   2.051,1444.945, 401.374, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:844, 2781987708669,  662.300,   12.000, 4700,  45.389,32586.718,9051.866,  43.102,31027.873,8618.854, 92,  0,   1.928,1445.166, 401.435, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:25:949, 2782382848113,  662.404,   11.000, 4700,  42.431,32591.140,9053.094,  40.470,31032.090,8620.025, 92,  0,   1.742,1445.347, 401.485, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:058, 2782799314765,  662.514,    8.000, 4700,  38.164,32595.331,9054.259,  35.600,31036.000,8621.111, 81,  0,   1.857,1445.551, 401.542, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:182, 2783271136185,  662.638,   18.000, 4700,  39.528,32600.249,9055.625,  37.144,31040.622,8622.395, 92,  0,   2.042,1445.805, 401.613, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:282, 2783646109637,  662.737,    9.000, 4700,  38.859,32604.092,9056.692,  36.533,31044.234,8623.398, 92,  0,   1.804,1445.984, 401.662, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:386, 2784042689759,  662.842,    8.000, 4700,  39.197,32608.191,9057.831,  37.051,31048.109,8624.475, 81,  0,   1.873,1446.180, 401.717, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:501, 2784478580225,  662.957,    6.000, 4700,  35.601,32612.284,9058.968,  33.237,31051.930,8625.536, 80,  0,   1.931,1446.401, 401.778, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:607, 2784878734687,  663.062,   11.000, 4700,  40.370,32616.544,9060.151,  38.064,31055.947,8626.652, 92,  0,   1.957,1446.608, 401.836, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:716, 2785292486419,  663.171,   14.000, 4700,  49.072,32621.898,9061.638,  46.818,31061.055,8628.071, 93,  0,   2.156,1446.843, 401.901, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:830, 2785725962575,  663.286,   10.000, 4700,  42.539,32626.761,9062.989,  40.298,31065.662,8629.350, 90,  0,   1.882,1447.058, 401.961, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:26:935, 2786123092907,  663.390,   10.000, 4700,  41.075,32631.062,9064.184,  38.749,31069.720,8630.478, 92,  0,   1.837,1447.251, 402.014, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:043, 2786531330499,  663.498,   12.000, 4700,  44.921,32635.898,9065.527,  43.025,31074.352,8631.764, 93,  0,   2.001,1447.466, 402.074, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:157, 2786966561409,  663.613,   10.000, 4700,  41.279,32640.636,9066.843,  38.776,31078.802,8633.001, 92,  0,   1.813,1447.674, 402.132, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:263, 2787367000837,  663.718,   11.000, 4700,  41.690,32645.039,9068.066,  39.304,31082.953,8634.154, 92,  0,   1.778,1447.862, 402.184, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:373, 2787784022510,  663.828,    6.000, 4700,  33.773,32648.753,9069.098,  31.457,31086.412,8635.115, 81,  0,   1.969,1448.079, 402.244, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:480, 2788191856221,  663.936,   11.000, 4700,  40.341,32653.092,9070.303,  38.248,31090.526,8636.257, 88,  0,   1.961,1448.289, 402.303, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:596, 2788630321340,  664.051,   10.000, 4700,  39.328,32657.639,9071.566,  36.987,31094.803,8637.445, 91,  0,   1.847,1448.503, 402.362, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:699, 2789020235537,  664.154,    7.000, 4700,  38.818,32661.631,9072.675,  36.549,31098.561,8638.489, 82,  0,   1.861,1448.695, 402.415, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:809, 2789437319033,  664.264,   10.000, 4700,  44.761,32666.554,9074.043,  42.414,31103.226,8639.785, 88,  0,   2.133,1448.929, 402.480, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:27:922, 2789864755991,  664.377,   17.000, 4700,  54.334,32672.678,9075.744,  51.875,31109.073,8641.409, 94,  0,   2.354,1449.195, 402.554, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:28:028, 2790270657685,  664.484,   10.000, 4700,  51.489,32678.190,9077.275,  49.658,31114.389,8642.886, 93,  0,   2.053,1449.414, 402.615, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:28:642, 2792597225597,  665.098, 3474.000, 4700,  44.080,32705.235,9084.787,  41.807,31140.039,8650.011, 84,  0,   1.895,1450.577, 402.938, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:28:684, 2792757304028,  665.140,   21.000, 4700,  60.229,32707.777,9085.494,  58.845,31142.523,8650.701, 94,  0,   2.313,1450.674, 402.965, 250.000, 250.000, 311.000,   0.000,   0.000
22:18:28:797, 2793183952729,  665.252,   19.000, 4700,  58.968,32714.412,9087.337,  56.328,31148.861,8652.461, 93,  0,   2.220,1450.924, 403.034, 250.000, 250.000, 311.000,   0.000,   0.000
