"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"22:09:44:609","1181147059685"," 265.602","  73.086"," 1857"," 1200"," 2500"," 1867","  11.539","5459.391","1516.497","   7.504","4245.168","1179.213"," 75","0"," 68"," 75","   1.192"," 440.004"," 122.223","  45.000","    0","    0"
"22:09:44:630","1181205763140"," 265.623","   1.530"," 1405"," 1200"," 1900"," 1379","   4.547","5459.483","1516.523","   0.423","4245.176","1179.216"," 71","0"," 68"," 73","   0.607"," 440.016"," 122.227","  45.000","    0","    0"
"22:09:44:650","1181264398064"," 265.643","  33.030"," 1325"," 1200"," 1900"," 1328","   5.955","5459.603","1516.556","   1.980","4245.216","1179.227"," 71","0"," 67"," 71","   0.738"," 440.031"," 122.231","  45.000","    0","    0"
"22:09:44:670","1181322597939"," 265.663","  49.543"," 1515"," 1200"," 2700"," 1525","   8.345","5459.770","1516.603","   4.166","4245.300","1179.250"," 71","0"," 67"," 72","   0.947"," 440.050"," 122.236","  45.000","    0","    0"
"22:09:44:691","1181384111753"," 265.684","   6.092"," 1701"," 1200"," 2400"," 1695","   5.042","5459.877","1516.633","   1.008","4245.321","1179.256"," 71","0"," 67"," 71","   0.712"," 440.065"," 122.240","  45.000","    0","    0"
"22:09:44:712","1181444197046"," 265.705","  72.926"," 1817"," 1200"," 2700"," 1829","  11.431","5460.114","1516.698","   7.109","4245.468","1179.297"," 73","0"," 67"," 74","   1.236"," 440.091"," 122.247","  45.000","    0","    0"
"22:09:44:734","1181508599459"," 265.727","   9.162"," 1713"," 1200"," 2400"," 1735","   5.722","5460.241","1516.734","   1.530","4245.502","1179.306"," 70","0"," 68"," 73","   0.806"," 440.109"," 122.252","  45.000","    0","    0"
"22:09:44:754","1181566794795"," 265.747","  52.073"," 1973"," 1200"," 2400"," 2010","   9.792","5460.437","1516.788","   5.592","4245.614","1179.337"," 73","0"," 67"," 73","   1.139"," 440.132"," 122.259","  45.000","    0","    0"
"22:09:44:776","1181631244013"," 265.769","  25.675"," 2119"," 1200"," 2700"," 2182","   8.063","5460.616","1516.838","   3.812","4245.699","1179.361"," 71","0"," 67"," 74","   0.908"," 440.152"," 122.264","  45.000","    0","    0"
"22:09:44:796","1181689495421"," 265.789","  18.864"," 1731"," 1200"," 2400"," 1745","   6.496","5460.746","1516.874","   2.684","4245.753","1179.376"," 71","0"," 67"," 71","   0.843"," 440.169"," 122.269","  45.000","    0","    0"
"22:09:44:818","1181753902019"," 265.811","  52.627"," 1813"," 1200"," 2400"," 1822","   9.607","5460.959","1516.933","   5.102","4245.866","1179.407"," 71","0"," 67"," 74","   1.205"," 440.195"," 122.276","  45.000","    0","    0"
"22:09:44:839","1181814026732"," 265.832","   7.268"," 1653"," 1200"," 1900"," 1700","   5.227","5461.067","1516.963","   1.129","4245.889","1179.414"," 70","0"," 67"," 71","   0.746"," 440.211"," 122.281","  45.000","    0","    0"
"22:09:44:859","1181872216180"," 265.852","  77.720"," 1728"," 1200"," 2600"," 1727","  11.343","5461.295","1517.026","   7.265","4246.035","1179.454"," 72","0"," 67"," 73","   1.084"," 440.232"," 122.287","  45.000","    0","    0"
"22:09:44:880","1181933420596"," 265.873","   7.775"," 1726"," 1200"," 2400"," 1771","   5.470","5461.410","1517.058","   1.274","4246.062","1179.462"," 71","0"," 67"," 72","   0.756"," 440.248"," 122.291","  45.000","    0","    0"
"22:09:44:900","1181991783748"," 265.893","  39.109"," 1557"," 1200"," 2400"," 1560","   7.061","5461.552","1517.098","   3.243","4246.127","1179.480"," 71","0"," 67"," 71","   0.896"," 440.266"," 122.296","  45.000","    0","    0"
"22:09:44:921","1182052213602"," 265.914","  44.763"," 2095"," 1200"," 2800"," 2124","  11.055","5461.782","1517.162","   6.382","4246.260","1179.517"," 71","0"," 67"," 73","   1.205"," 440.292"," 122.303","  45.000","    0","    0"
"22:09:44:941","1182111633185"," 265.935","   3.741"," 1657"," 1200"," 2200"," 1609","   4.418","5461.872","1517.187","   0.641","4246.273","1179.520"," 70","0"," 67"," 71","   0.612"," 440.304"," 122.307","  45.000","    0","    0"
"22:09:44:962","1182172100313"," 265.955","  75.678"," 1662"," 1200"," 2400"," 1670","  10.702","5462.095","1517.249","   6.370","4246.405","1179.557"," 72","0"," 67"," 73","   1.208"," 440.329"," 122.314","  45.000","    0","    0"
"22:09:44:983","1182232310577"," 265.976","   7.347"," 2074"," 1200"," 2700"," 2099","   5.805","5462.216","1517.282","   1.713","4246.441","1179.567"," 70","0"," 67"," 72","   0.754"," 440.345"," 122.318","  45.000","    0","    0"
"22:09:45:003","1182290543666"," 265.996","  50.069"," 1884"," 1200"," 2500"," 1894","   9.673","5462.409","1517.336","   5.652","4246.554","1179.598"," 73","0"," 67"," 73","   1.007"," 440.365"," 122.324","  45.000","    0","    0"
"22:09:45:023","1182349033441"," 266.016","  55.138"," 2336"," 1200"," 3400"," 2358","  17.146","5462.755","1517.432","  12.428","4246.804","1179.668"," 75","0"," 69"," 75","   2.133"," 440.408"," 122.336","  45.000","    0","    0"
"22:09:45:043","1182407227094"," 266.036","  32.495"," 3152"," 1800"," 3400"," 3153","  20.300","5463.162","1517.545","  14.702","4247.099","1179.750"," 77","0"," 69"," 79","   2.519"," 440.458"," 122.350","  45.000","    0","    0"
"22:09:45:063","1182465515454"," 266.056","  79.061"," 1696"," 1200"," 2900"," 1702","  11.966","5463.402","1517.612","   7.584","4247.251","1179.792"," 74","0"," 69"," 77","   1.259"," 440.484"," 122.357","  45.000","    0","    0"
"22:09:45:084","1182525600103"," 266.077","   8.104"," 2585"," 1200"," 2900"," 2587","   7.339","5463.554","1517.654","   2.991","4247.313","1179.809"," 71","0"," 68"," 75","   0.796"," 440.500"," 122.361","  45.000","    0","    0"
"22:09:45:104","1182583933953"," 266.097","  49.570"," 1697"," 1200"," 2400"," 1713","   8.426","5463.723","1517.701","   4.628","4247.406","1179.835"," 73","0"," 68"," 73","   1.021"," 440.521"," 122.367","  45.000","    0","    0"
"22:09:45:126","1182648436512"," 266.119","  33.580"," 2577"," 1200"," 2900"," 2679","  13.281","5464.018","1517.783","   8.268","4247.590","1179.886"," 73","0"," 69"," 75","   1.407"," 440.552"," 122.376","  45.000","    0","    0"
"22:09:45:146","1182706915596"," 266.140","  16.019"," 1381"," 1200"," 2600"," 1355","   4.825","5464.115","1517.810","   1.231","4247.615","1179.893"," 71","0"," 67"," 73","   0.633"," 440.565"," 122.379","  45.000","    0","    0"
"22:09:45:169","1182771049803"," 266.162","  61.152"," 1709"," 1200"," 2900"," 1720","  11.198","5464.362","1517.878","   6.672","4247.762","1179.934"," 72","0"," 68"," 74","   1.086"," 440.589"," 122.386","  45.000","    0","    0"
"22:09:45:189","1182829318765"," 266.182","  13.446"," 2151"," 1200"," 2700"," 2165","   7.459","5464.512","1517.920","   3.182","4247.826","1179.952"," 73","0"," 68"," 73","   0.931"," 440.607"," 122.391","  45.000","    0","    0"
"22:09:45:209","1182889436484"," 266.202","  69.440"," 1825"," 1200"," 2600"," 1825","  10.856","5464.737","1517.982","   6.814","4247.967","1179.991"," 73","0"," 68"," 74","   1.112"," 440.630"," 122.397","  45.000","    0","    0"
"22:09:45:231","1182951763400"," 266.224","  13.793"," 2883"," 1400"," 3300"," 3075","  10.735","5464.967","1518.046","   6.490","4248.106","1180.029"," 75","0"," 68"," 78","   0.825"," 440.648"," 122.402","  45.000","    0","    0"
"22:09:45:251","1183010107700"," 266.244","  43.520"," 3394"," 2400"," 3500"," 3900","  29.079","5465.551","1518.209","  24.902","4248.606","1180.168"," 81","0"," 68"," 82","   1.683"," 440.682"," 122.412","  45.000","    0","    0"
"22:09:45:271","1183068566081"," 266.264","  36.562"," 3456"," 1200"," 3500"," 3871","  23.161","5466.018","1518.338","  18.468","4248.978","1180.272"," 76","0"," 74"," 84","   1.246"," 440.707"," 122.419","  45.000","    0","    0"
"22:09:45:293","1183131952375"," 266.286","   7.803"," 2018"," 1200"," 3400"," 1979","   5.679","5466.142","1518.373","   1.580","4249.013","1180.281"," 73","0"," 70"," 75","   0.761"," 440.724"," 122.423","  45.000","    0","    0"
"22:09:45:313","1183190331169"," 266.306","  79.723"," 1430"," 1200"," 2000"," 1437","   9.476","5466.332","1518.426","   5.201","4249.117","1180.310"," 73","0"," 69"," 74","   1.011"," 440.744"," 122.429","  45.000","    0","    0"
"22:09:45:333","1183248708758"," 266.326","   6.521"," 1822"," 1200"," 2400"," 1823","   5.228","5466.437","1518.455","   1.257","4249.142","1180.317"," 72","0"," 69"," 73","   0.735"," 440.759"," 122.433","  45.000","    0","    0"
"22:09:45:353","1183306929592"," 266.346","  47.822"," 1486"," 1200"," 2100"," 1490","   7.532","5466.588","1518.497","   3.468","4249.212","1180.337"," 73","0"," 68"," 73","   0.843"," 440.776"," 122.438","  45.000","    0","    0"
"22:09:45:373","1183365845805"," 266.366","  35.599"," 1652"," 1200"," 2400"," 1659","   8.442","5466.759","1518.544","   3.914","4249.291","1180.359"," 72","0"," 68"," 73","   0.945"," 440.795"," 122.443","  45.000","    0","    0"
"22:09:45:394","1183424379170"," 266.387","   6.198"," 1426"," 1200"," 2300"," 1384","   4.400","5466.848","1518.569","   0.645","4249.304","1180.362"," 71","0"," 68"," 72","   0.642"," 440.808"," 122.447","  45.000","    0","    0"
"22:09:45:414","1183482927994"," 266.407","  72.691"," 2080"," 1200"," 2700"," 2149","  14.340","5467.137","1518.649","   9.336","4249.493","1180.415"," 74","0"," 67"," 75","   1.529"," 440.839"," 122.455","  45.000","    0","    0"
"22:09:45:434","1183542177887"," 266.427","  19.109"," 2707"," 1800"," 2900"," 2827","  11.134","5467.364","1518.712","   6.465","4249.625","1180.451"," 75","0"," 68"," 75","   1.227"," 440.864"," 122.462","  45.000","    0","    0"
"22:09:45:454","1183600306956"," 266.447","  70.439"," 2539"," 1200"," 3200"," 2699","  20.497","5467.775","1518.826","  15.432","4249.933","1180.537"," 77","0"," 68"," 78","   2.080"," 440.905"," 122.474","  45.000","    0","    0"
"22:09:45:475","1183659696303"," 266.468","  43.340"," 2028"," 1200"," 3300"," 2139","  13.200","5468.045","1518.901","   8.706","4250.111","1180.587"," 76","0"," 69"," 77","   1.516"," 440.936"," 122.482","  45.000","    0","    0"
"22:09:45:495","1183718245440"," 266.488","  25.795"," 2180"," 1200"," 2900"," 2182","  10.705","5468.260","1518.961","   5.289","4250.218","1180.616"," 75","0"," 69"," 76","   1.008"," 440.956"," 122.488","  45.000","    0","    0"
"22:09:45:515","1183776642805"," 266.508","  78.557"," 1950"," 1200"," 2900"," 1970","  14.475","5468.552","1519.042","   9.761","4250.414","1180.671"," 75","0"," 69"," 75","   1.600"," 440.989"," 122.497","  45.000","    0","    0"
"22:09:45:536","1183838721821"," 266.529","  18.877"," 2339"," 1200"," 3200"," 2346","   9.265","5468.750","1519.097","   4.688","4250.515","1180.698"," 73","0"," 69"," 76","   1.339"," 441.017"," 122.505","  45.000","    0","    0"
"22:09:45:556","1183897058069"," 266.549","  64.961"," 2737"," 1200"," 3400"," 2787","  21.894","5469.189","1519.219","  17.395","4250.864","1180.796"," 77","0"," 69"," 80","   1.838"," 441.054"," 122.515","  45.000","    0","    0"
"22:09:45:577","1183958100064"," 266.570","  22.752"," 2211"," 1200"," 3400"," 2556","  11.725","5469.436","1519.288","   7.007","4251.011","1180.836"," 74","0"," 70"," 77","   1.417"," 441.084"," 122.523","  45.000","    0","    0"
"22:09:45:597","1184016559978"," 266.591","  22.284"," 1690"," 1200"," 3000"," 1695","   5.609","5469.549","1519.319","   1.956","4251.051","1180.847"," 73","0"," 69"," 73","   0.788"," 441.100"," 122.528","  45.000","    0","    0"
"22:09:45:620","1184081046452"," 266.613","  51.803"," 1783"," 1200"," 2400"," 1783","   9.763","5469.766","1519.379","   5.008","4251.162","1180.878"," 73","0"," 69"," 75","   0.978"," 441.122"," 122.534","  45.000","    0","    0"
"22:09:45:641","1184143023170"," 266.634","   8.656"," 1897"," 1200"," 2400"," 1940","   5.811","5469.890","1519.414","   1.790","4251.200","1180.889"," 71","0"," 69"," 73","   0.781"," 441.138"," 122.538","  45.000","    0","    0"
"22:09:45:661","1184202517981"," 266.655","  71.307"," 1464"," 1200"," 2400"," 1465","   9.265","5470.079","1519.467","   5.151","4251.306","1180.918"," 73","0"," 68"," 73","   1.034"," 441.159"," 122.544","  45.000","    0","    0"
"22:09:45:684","1184266528939"," 266.677","   8.604"," 1816"," 1200"," 2400"," 1820","   5.422","5470.199","1519.500","   1.531","4251.339","1180.928"," 71","0"," 68"," 73","   0.764"," 441.176"," 122.549","  45.000","    0","    0"
"22:09:45:704","1184324838821"," 266.697","  50.815"," 1660"," 1200"," 2400"," 1679","   8.840","5470.376","1519.549","   4.359","4251.427","1180.952"," 73","0"," 67"," 73","   0.927"," 441.195"," 122.554","  45.000","    0","    0"
"22:09:45:724","1184383366940"," 266.717","  34.078"," 1916"," 1200"," 2400"," 1934","   8.592","5470.550","1519.597","   4.340","4251.514","1180.976"," 71","0"," 68"," 74","   1.063"," 441.216"," 122.560","  45.000","    0","    0"
"22:09:45:744","1184442060672"," 266.737","   8.202"," 1767"," 1200"," 2400"," 1768","   4.675","5470.644","1519.623","   0.879","4251.532","1180.981"," 71","0"," 67"," 71","   0.679"," 441.230"," 122.564","  45.000","    0","    0"
"22:09:45:765","1184503723694"," 266.758","  68.649"," 1650"," 1200"," 2400"," 1654","  10.564","5470.868","1519.686","   6.105","4251.662","1181.017"," 71","0"," 67"," 73","   1.078"," 441.253"," 122.570","  45.000","    0","    0"
"22:09:45:787","1184568126862"," 266.780","   5.791"," 1909"," 1200"," 2400"," 1947","   5.202","5470.984","1519.718","   1.247","4251.689","1181.025"," 71","0"," 67"," 71","   0.710"," 441.269"," 122.575","  45.000","    0","    0"
"22:09:45:809","1184631843794"," 266.802","  69.601"," 1784"," 1200"," 2400"," 1805","  10.668","5471.218","1519.783","   6.557","4251.833","1181.065"," 73","0"," 67"," 73","   1.199"," 441.295"," 122.582","  45.000","    0","    0"
"22:09:45:829","1184690403033"," 266.823","   8.106"," 1904"," 1200"," 2400"," 1927","   5.766","5471.334","1519.815","   1.601","4251.866","1181.074"," 71","0"," 68"," 73","   0.775"," 441.311"," 122.586","  45.000","    0","    0"
"22:09:45:850","1184748761331"," 266.843","  36.609"," 1557"," 1200"," 2400"," 1580","   7.283","5471.480","1519.856","   3.286","4251.932","1181.092"," 72","0"," 67"," 72","   0.860"," 441.328"," 122.591","  45.000","    0","    0"
"22:09:45:872","1184812865229"," 266.865","  45.065"," 1994"," 1200"," 2700"," 2040","  10.501","5471.712","1519.920","   5.873","4252.061","1181.128"," 71","0"," 67"," 75","   0.998"," 441.350"," 122.597","  45.000","    0","    0"
"22:09:45:893","1184874766550"," 266.886","   5.246"," 1754"," 1200"," 2400"," 1724","   4.805","5471.815","1519.949","   0.862","4252.080","1181.133"," 70","0"," 67"," 71","   0.690"," 441.365"," 122.601","  45.000","    0","    0"
"22:09:45:913","1184933443133"," 266.906","  71.913"," 1906"," 1200"," 2700"," 1954","  12.334","5472.064","1520.018","   8.050","4252.242","1181.178"," 73","0"," 67"," 75","   1.438"," 441.394"," 122.609","  45.000","    0","    0"
"22:09:45:934","1184995350945"," 266.928","   5.331"," 1830"," 1200"," 2500"," 1848","   5.145","5472.174","1520.048","   1.011","4252.264","1181.184"," 71","0"," 68"," 73","   0.716"," 441.409"," 122.614","  45.000","    0","    0"
"22:09:45:955","1185053618542"," 266.948","  56.004"," 1940"," 1200"," 2500"," 2007","  10.154","5472.377","1520.105","   5.993","4252.384","1181.218"," 73","0"," 67"," 73","   1.302"," 441.435"," 122.621","  45.000","    0","    0"
"22:09:45:975","1185113392669"," 266.968","  26.815"," 2075"," 1200"," 2700"," 2127","   8.748","5472.557","1520.155","   4.110","4252.469","1181.241"," 71","0"," 68"," 74","   0.952"," 441.455"," 122.626","  45.000","    0","    0"
"22:09:45:995","1185171584731"," 266.988","  18.982"," 2173"," 1200"," 2400"," 2197","   6.881","5472.695","1520.193","   3.223","4252.533","1181.259"," 72","0"," 67"," 72","   0.828"," 441.471"," 122.631","  45.000","    0","    0"
"22:09:46:016","1185233071855"," 267.009","  68.732"," 2484"," 1200"," 2800"," 2820","  17.310","5473.062","1520.295","  12.473","4252.797","1181.333"," 75","0"," 68"," 76","   1.462"," 441.502"," 122.639","  45.000","    0","    0"
"22:09:46:036","1185291424389"," 267.030","  11.590"," 2242"," 1800"," 2700"," 2238","   7.159","5473.206","1520.335","   2.880","4252.855","1181.349"," 72","0"," 68"," 75","   0.890"," 441.520"," 122.644","  45.000","    0","    0"
"22:09:46:057","1185349831378"," 267.050","  48.887"," 2046"," 1200"," 2900"," 2074","  11.668","5473.440","1520.400","   7.620","4253.008","1181.391"," 75","0"," 68"," 74","   1.108"," 441.542"," 122.651","  45.000","    0","    0"
"22:09:46:077","1185408821671"," 267.070","  21.679"," 2605"," 1200"," 3000"," 2694","  12.526","5473.695","1520.471","   7.761","4253.166","1181.435"," 73","0"," 69"," 75","   1.046"," 441.564"," 122.657","  45.000","    0","    0"
"22:09:46:097","1185467387758"," 267.090","  17.812"," 1687"," 1200"," 2400"," 1693","   6.640","5473.829","1520.508","   2.575","4253.218","1181.449"," 72","0"," 68"," 73","   0.835"," 441.580"," 122.661","  45.000","    0","    0"
"22:09:46:117","1185526320816"," 267.110","  17.894"," 1341"," 1200"," 1900"," 1340","   5.994","5473.950","1520.542","   1.946","4253.258","1181.460"," 71","0"," 68"," 72","   0.722"," 441.595"," 122.665","  45.000","    0","    0"
"22:09:46:138","1185585140116"," 267.131","   5.503"," 1800"," 1200"," 2400"," 1790","   4.975","5474.051","1520.570","   0.862","4253.275","1181.465"," 71","0"," 67"," 72","   0.711"," 441.609"," 122.669","  45.000","    0","    0"
"22:09:46:159","1185648111011"," 267.152","  24.471"," 1469"," 1200"," 1900"," 1480","   6.671","5474.196","1520.610","   2.725","4253.334","1181.482"," 71","0"," 67"," 71","   0.785"," 441.627"," 122.674","  45.000","    0","    0"
"22:09:46:180","1185708253968"," 267.173","  11.758"," 2521"," 1200"," 2900"," 2591","   8.741","5474.377","1520.660","   4.020","4253.417","1181.505"," 71","0"," 67"," 74","   0.978"," 441.647"," 122.680","  45.000","    0","    0"
"22:09:46:201","1185770116710"," 267.194","  38.078"," 1693"," 1200"," 2600"," 1704","   8.028","5474.548","1520.708","   4.057","4253.504","1181.529"," 72","0"," 68"," 72","   0.945"," 441.667"," 122.685","  45.000","    0","    0"
"22:09:46:222","1185831082502"," 267.215","  38.102"," 1925"," 1200"," 2900"," 1987","   9.152","5474.740","1520.761","   4.719","4253.603","1181.556"," 71","0"," 68"," 75","   0.977"," 441.687"," 122.691","  45.000","    0","    0"
"22:09:46:243","1185890762541"," 267.236","   3.632"," 1652"," 1200"," 1900"," 1706","   4.443","5474.831","1520.786","   0.564","4253.614","1181.560"," 71","0"," 68"," 71","   0.633"," 441.700"," 122.695","  45.000","    0","    0"
"22:09:46:263","1185949416823"," 267.256","  79.911"," 1633"," 1200"," 2400"," 1639","  10.495","5475.043","1520.845","   6.270","4253.741","1181.595"," 72","0"," 67"," 73","   1.160"," 441.724"," 122.701","  45.000","    0","    0"
"22:09:46:284","1186009681545"," 267.277","   9.443"," 1783"," 1200"," 2400"," 1792","   5.915","5475.166","1520.879","   1.771","4253.778","1181.605"," 70","0"," 67"," 72","   0.779"," 441.740"," 122.706","  45.000","  350","  333"
"22:09:46:304","1186068298636"," 267.297","  51.523"," 1467"," 1200"," 2400"," 1478","   7.823","5475.324","1520.923","   3.677","4253.852","1181.626"," 71","0"," 68"," 71","   0.832"," 441.757"," 122.710","  45.000","    0","    0"
"22:09:46:324","1186126509372"," 267.317","  30.290"," 1524"," 1200"," 1900"," 1543","   6.711","5475.458","1520.961","   2.570","4253.904","1181.640"," 70","0"," 67"," 72","   0.831"," 441.773"," 122.715","  45.000","    0","    0"
"22:09:46:344","1186184878294"," 267.337","  11.487"," 1776"," 1200"," 1900"," 1792","   5.102","5475.561","1520.989","   1.345","4253.931","1181.647"," 70","0"," 67"," 71","   0.732"," 441.788"," 122.719","  45.000","    0","    0"
"22:09:46:364","1186243080332"," 267.357","  71.636"," 1443"," 1200"," 2400"," 1449","   9.492","5475.751","1521.042","   5.071","4254.032","1181.676"," 71","0"," 67"," 72","   1.048"," 441.809"," 122.725","  45.000","    0","    0"
"22:09:46:385","1186304128071"," 267.378","   8.296"," 1731"," 1200"," 2400"," 1728","   5.545","5475.868","1521.074","   1.405","4254.062","1181.684"," 71","0"," 67"," 72","   0.726"," 441.824"," 122.729","  45.000","  350","  333"
"22:09:46:405","1186362368668"," 267.398","  57.027"," 2128"," 1200"," 2900"," 2153","  11.336","5476.095","1521.138","   7.511","4254.212","1181.726"," 75","0"," 66"," 75","   1.120"," 441.847"," 122.735","  45.000","    0","    0"
"22:09:46:425","1186420545180"," 267.418","  21.996"," 2145"," 1200"," 2900"," 2139","   7.934","5476.254","1521.182","   3.431","4254.281","1181.745"," 71","0"," 67"," 75","   0.832"," 441.864"," 122.740","  45.000","    0","    0"
"22:09:46:445","1186478802562"," 267.438","  15.601"," 1917"," 1200"," 2400"," 1958","   5.257","5476.359","1521.211","   1.844","4254.318","1181.755"," 71","0"," 67"," 71","   0.715"," 441.878"," 122.744","  45.000","    0","    0"
"22:09:46:467","1186542954136"," 267.461","  60.838"," 1726"," 1200"," 2700"," 1747","  10.817","5476.598","1521.277","   6.120","4254.453","1181.793"," 71","0"," 67"," 73","   0.995"," 441.900"," 122.750","  45.000","    0","    0"
"22:09:46:489","1186605712591"," 267.482","   6.463"," 1828"," 1200"," 2400"," 1873","   5.324","5476.714","1521.309","   1.240","4254.480","1181.800"," 71","0"," 67"," 71","   0.743"," 441.916"," 122.754","  45.000","    0","    0"
"22:09:46:511","1186668932165"," 267.504","  71.226"," 1366"," 1200"," 2100"," 1369","   8.529","5476.899","1521.361","   4.320","4254.574","1181.826"," 71","0"," 67"," 71","   0.936"," 441.936"," 122.760","  45.000","    0","    0"
"22:09:46:533","1186733308838"," 267.526","   7.099"," 1676"," 1200"," 2400"," 1718","   5.129","5477.013","1521.392","   1.115","4254.599","1181.833"," 70","0"," 67"," 71","   0.746"," 441.953"," 122.765","  45.000","    0","    0"
"22:09:46:555","1186796229905"," 267.548","  53.487"," 2624"," 1200"," 2800"," 3064","  15.651","5477.352","1521.487","  11.245","4254.842","1181.901"," 75","0"," 67"," 75","   1.549"," 441.986"," 122.774","  45.000","    0","    0"
"22:09:46:577","1186860270318"," 267.570","  27.160"," 2424"," 1200"," 3000"," 3078","  12.267","5477.622","1521.562","   7.838","4255.015","1181.949"," 73","0"," 68"," 76","   1.472"," 442.019"," 122.783","  45.000","    0","    0"
"22:09:46:597","1186918596894"," 267.590","  23.400"," 1810"," 1200"," 2900"," 1811","   8.120","5477.786","1521.607","   3.929","4255.094","1181.971"," 72","0"," 67"," 74","   0.988"," 442.039"," 122.789","  45.000","    0","    0"
"22:09:46:617","1186977313751"," 267.610","  59.650"," 1436"," 1200"," 1900"," 1444","   7.993","5477.947","1521.652","   3.867","4255.172","1181.992"," 71","0"," 68"," 73","   0.797"," 442.055"," 122.793","  45.000","    0","    0"
"22:09:46:637","1187035626267"," 267.630","   7.076"," 1630"," 1200"," 2400"," 1666","   5.189","5478.051","1521.681","   1.131","4255.195","1181.999"," 70","0"," 67"," 71","   0.730"," 442.070"," 122.797","  45.000","    0","    0"
"22:09:46:657","1187093798011"," 267.650","  64.012"," 1889"," 1200"," 2700"," 1948","  11.325","5478.278","1521.744","   7.148","4255.338","1182.038"," 73","0"," 67"," 73","   1.271"," 442.095"," 122.804","  45.000","    0","    0"
"22:09:46:677","1187152458127"," 267.670","  16.061"," 1847"," 1200"," 2700"," 1968","   6.832","5478.416","1521.782","   2.460","4255.388","1182.052"," 71","0"," 68"," 74","   0.822"," 442.112"," 122.809","  45.000","    0","    0"
"22:09:46:697","1187210663770"," 267.690","  24.558"," 1655"," 1200"," 2600"," 1650","   6.197","5478.540","1521.817","   2.375","4255.436","1182.065"," 71","0"," 67"," 72","   0.880"," 442.129"," 122.814","  45.000","    0","    0"
"22:09:46:717","1187269106314"," 267.711","  59.619"," 1788"," 1200"," 2400"," 1801","  10.354","5478.749","1521.875","   5.814","4255.553","1182.098"," 71","0"," 67"," 73","   1.207"," 442.154"," 122.820","  45.000","    0","    0"
"22:09:46:739","1187332544555"," 267.732","   4.038"," 1795"," 1200"," 2400"," 1808","   4.887","5478.856","1521.904","   0.738","4255.569","1182.102"," 71","0"," 68"," 72","   0.690"," 442.169"," 122.825","  45.000","    0","    0"
"22:09:46:759","1187390720026"," 267.752","  84.011"," 1792"," 1200"," 2700"," 1831","  12.266","5479.101","1521.973","   8.308","4255.735","1182.149"," 74","0"," 67"," 74","   1.231"," 442.193"," 122.831","  45.000","    0","    0"
"22:09:46:780","1187450030564"," 267.773","   5.019"," 1992"," 1200"," 2700"," 2079","   5.690","5479.218","1522.005","   1.240","4255.760","1182.156"," 70","0"," 67"," 73","   0.756"," 442.209"," 122.836","  45.000","    0","    0"
"22:09:46:800","1187508282212"," 267.793","  38.150"," 1817"," 1200"," 2400"," 1839","   8.751","5479.393","1522.054","   4.369","4255.848","1182.180"," 72","0"," 67"," 72","   1.150"," 442.232"," 122.842","  45.000","    0","    0"
"22:09:46:822","1187571316491"," 267.815","  41.890"," 1812"," 1200"," 2400"," 1842","   8.284","5479.573","1522.104","   4.150","4255.938","1182.205"," 70","0"," 68"," 73","   0.931"," 442.252"," 122.848","  45.000","    0","    0"
"22:09:46:842","1187629810037"," 267.835","   8.960"," 1855"," 1200"," 2400"," 1907","   5.894","5479.692","1522.137","   1.706","4255.973","1182.215"," 70","0"," 67"," 71","   0.806"," 442.268"," 122.852","  45.000","    0","    0"
"22:09:46:862","1187688249310"," 267.855","  84.925"," 1671"," 1200"," 2400"," 1679","  12.050","5479.934","1522.204","   7.746","4256.128","1182.258"," 73","0"," 67"," 73","   1.250"," 442.293"," 122.859","  45.000","    0","    0"
"22:09:46:884","1187752291143"," 267.877","  27.326"," 2810"," 1200"," 3400"," 2833","  12.958","5480.220","1522.283","   8.372","4256.313","1182.309"," 71","0"," 69"," 75","   1.370"," 442.324"," 122.868","  45.000","    0","    0"
"22:09:46:904","1187810422814"," 267.897","  52.952"," 1654"," 1200"," 3000"," 1658","   8.397","5480.388","1522.330","   4.409","4256.401","1182.334"," 73","0"," 67"," 73","   0.930"," 442.342"," 122.873","  45.000","    0","    0"
"22:09:46:924","1187869575735"," 267.917","  31.318"," 2554"," 1200"," 2900"," 2554","  11.569","5480.624","1522.395","   6.979","4256.544","1182.373"," 71","0"," 68"," 75","   1.250"," 442.368"," 122.880","  45.000","    0","    0"
"22:09:46:944","1187927796115"," 267.937","   8.794"," 1884"," 1200"," 2600"," 1863","   4.984","5480.724","1522.423","   1.178","4256.567","1182.380"," 70","0"," 67"," 71","   0.697"," 442.382"," 122.884","  45.000","  350","  333"
